method,family,resident_kv_heads_r,sequence_length,trial,generated_token_position,phase,token_id,wall_ms,cuda_ms,h2d_event_ms
standard,standard,,8192,1,3,decode_steady,15,25.690644048154354,25.687040328979492,0.0
standard,standard,,8192,1,4,decode_steady,15,25.645331013947725,25.640960693359375,0.0
standard,standard,,8192,1,5,decode_steady,4,25.657373014837503,25.653247833251953,0.0
standard,standard,,8192,1,6,decode_steady,220,25.6569916382432,25.6529598236084,0.0
standard,standard,,8192,1,7,decode_steady,16,25.66966600716114,25.665536880493164,0.0
standard,standard,,8192,1,8,decode_steady,15,25.660067796707153,25.656192779541016,0.0
standard,standard,,8192,1,9,decode_steady,15,25.644628796726465,25.640031814575195,0.0
standard,standard,,8192,1,10,decode_steady,4,25.616305880248547,25.613248825073242,0.0
standard,standard,,8192,1,11,decode_steady,220,25.6377668119967,25.63360023498535,0.0
standard,standard,,8192,1,12,decode_steady,16,25.62352968379855,25.619455337524414,0.0
standard,standard,,8192,1,13,decode_steady,15,25.58328490704298,25.5784969329834,0.0
standard,standard,,8192,1,14,decode_steady,15,25.611428078263998,25.607168197631836,0.0
standard,standard,,8192,1,15,decode_steady,4,25.890096090734005,25.886720657348633,0.0
standard,standard,,8192,1,16,decode_steady,220,25.684963911771774,25.680896759033203,0.0
standard,standard,,8192,1,17,decode_steady,16,25.65266378223896,25.648128509521484,0.0
standard,standard,,8192,1,18,decode_steady,15,25.61897225677967,25.615360260009766,0.0
standard,standard,,8192,1,19,decode_steady,15,25.67281201481819,25.668607711791992,0.0
standard,standard,,8192,1,20,decode_steady,4,25.632245931774378,25.627647399902344,0.0
standard,standard,,8192,1,21,decode_steady,220,25.602360256016254,25.598976135253906,0.0
standard,standard,,8192,1,22,decode_steady,16,25.60558682307601,25.601823806762695,0.0
standard,standard,,8192,1,23,decode_steady,15,25.621606037020683,25.616384506225586,0.0
standard,standard,,8192,1,24,decode_steady,15,25.58049000799656,25.575424194335938,0.0
standard,standard,,8192,1,25,decode_steady,4,25.57991910725832,25.57619285583496,0.0
standard,standard,,8192,1,26,decode_steady,220,25.56708501651883,25.563135147094727,0.0
standard,standard,,8192,1,27,decode_steady,16,25.5825137719512,25.57766342163086,0.0
standard,standard,,8192,1,28,decode_steady,15,25.601459201425314,25.597951889038086,0.0
standard,standard,,8192,1,29,decode_steady,15,25.639139115810394,25.635839462280273,0.0
standard,standard,,8192,1,30,decode_steady,4,25.577283930033445,25.574304580688477,0.0
standard,standard,,8192,1,31,decode_steady,220,25.62971180304885,25.625600814819336,0.0
standard,standard,,8192,1,32,decode_steady,16,25.626175105571747,25.623327255249023,0.0
